model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_lantai,sim_kunci_maks,peringkat_dalam_lema,vonis_penutur,latency_ms,biaya_usd,tokens_in,tokens_out
llama-3-1-8b-q4km-local,Ndaut,"Ndaut berarti ""tidak ada"" dalam bahasa Indonesia.",0,,,,,,527,,40,15
llama-3-1-8b-q4km-local,Ndlogok,Ndlogok berarti terlambat.,0,,,,,,535,,41,11
llama-3-1-8b-q4km-local,ndusel,"Kata ndusel berarti ""menggigit"" dalam bahasa Indonesia.",0,,,,,,635,,41,19
llama-3-1-8b-q4km-local,Ngeliwet,Ngeliwet berarti menangis.,0,,,,,,445,,42,11
llama-3-1-8b-q4km-local,Ngleketer,"Ngleketer berarti ""menggigit""",0,,,,,,518,,42,13
llama-3-1-8b-q4km-local,Ngriki,Ngriki berarti mengucapkan doa atau berdoa.,0,,,,,,633,,41,17
llama-3-1-8b-q4km-local,Pakunjaran,Pakunjaran berarti tempat penjara.,1,,,,,,533,,42,14
llama-3-1-8b-q4km-local,Pangrasan,Pangrasan berarti kekacauan.,0,,,,,,536,,41,13
llama-3-1-8b-q4km-local,Pecetan,Pecetan berarti tempat tidur.,0,,,,,,450,,42,12
llama-3-1-8b-q4km-local,Pimen,"Pimen berarti ""pemimpin"" dalam bahasa Jawa.",0,,,,,,534,,40,17
llama-3-1-8b-q4km-local,Sasmito,Sasmito berarti orang yang memiliki jiwa atau semangat yang kuat.,0,,,,,,610,,41,20
llama-3-1-8b-q4km-local,Sedelat,Sedelat berarti jauh.,0,,,,,,466,,41,11
llama-3-1-8b-q4km-local,Semribit,Semribit berarti sembilan bit.,0,,,,,,499,,41,11
llama-3-1-8b-q4km-local,Sirtu,Sirtu berarti tanah liat.,0,,,,,,539,,41,11
llama-3-1-8b-q4km-local,sompret,Sompret berarti kotor.,0,,,,,,532,,40,9
llama-3-1-8b-q4km-local,Speleng,"Speleng berarti ""menggigit"" dalam bahasa Jawa.",0,,,,,,545,,41,18
llama-3-1-8b-q4km-local,Urugan,Urugan berarti tempat urug atau tempat pembuangan sampah.,0,,,,,,720,,41,19
mistral-small-3,Ageman,"""Ageman"" berarti ""pemuda"" dalam bahasa Indonesia.",0,0.0396,0.1575,0.1519,5,0,1097,1.073e-05,189,16
mistral-small-3,Anduweni,"Anduweni berarti ""di mana"" dalam bahasa Indonesia.",0,0.0926,0.3486,0.378,5,0,1177,1.062e-05,190,14
mistral-small-3,Badogan,"Badogan berarti ""badan"" atau ""tubuh"" dalam bahasa Indonesia.",0,0.0571,0.2188,0.2456,5,0,1551,1.097e-05,189,19
mistral-small-3,Biyayakan,"Biyayakan berarti ""membiayai"" atau ""membiayai"".",0,0.1166,0.4391,0.2678,4,0,1391,1.131e-05,191,22
mistral-small-3,Biyuh,"""Biyuh"" dalam bahasa Jawa berarti ""biasa"" dalam bahasa Indonesia.",0,0.1269,0.4782,0.198,5,0,1171,1.11e-05,190,20
mistral-small-3,Bladak,"""Bladak"" berarti ""banyak"" dalam bahasa Indonesia.",0,0.0259,0.1134,0.1124,5,0,1134,1.078e-05,190,16
mistral-small-3,Coeg,"""Coeg"" dalam bahasa Jawa berarti ""kucing"" dalam bahasa Indonesia.",0,0.0883,0.33,0.0673,5,0,1194,1.089e-05,189,18
mistral-small-3,Dangak,"""Dangak"" dalam bahasa Jawa berarti ""membuat kebingungan"" atau ""membingungkan"".",0,0.1385,0.5175,0.3173,5,0,1997,1.166e-05,190,27
mistral-small-3,Gakpati,"""Gakpati"" dalam bahasa Indonesia berarti ""tidak ada"".",0,0.1411,0.526,0.3327,5,0,1131,1.091e-05,191,17
mistral-small-3,Geluduk,"Geluduk berarti ""gelap"" dalam bahasa Indonesia.",0,0.101,0.381,0.3069,4,0,1070,1.057e-05,189,14
mistral-small-3,Gendakan,"""Gendakan"" dalam bahasa Indonesia berarti ""membuat sesuatu menjadi lebih baik atau lebih baik lagi.""",0,0.0778,0.2914,0.1381,5,0,1879,1.15e-05,190,25
mistral-small-3,Gondes,"Gondes berarti ""membuat senang"" atau ""membuat gembira"".",0,0.2882,0.8939,0.092,3,0,1354,1.121e-05,189,22
mistral-small-3,Gremet,"Gremet berarti ""makanan yang enak dan lezat.""",0,0.0826,0.3083,0.1628,5,1,1439,1.086e-05,190,17
mistral-small-3,Kacariyos,"Kata ""Kacariyos"" dalam bahasa Jawa berarti ""Kacamata"" dalam bahasa Indonesia.",0,0.0122,0.0815,0.0876,5,0,1195,1.147e-05,191,24
mistral-small-3,Kaleh,"Kata ""kaleh"" dalam bahasa Jawa berarti ""kucing"" dalam bahasa Indonesia.",0,0.0487,0.1911,-0.0187,5,0,1490,1.113e-05,189,21
mistral-small-3,Kemecer,"Kemecer berarti ""mencari"" atau ""mencari-cari"".",0,0.0873,0.3264,0.4224,5,0,1858,1.097e-05,189,19
mistral-small-3,Kesawat,"Kesawat berarti ""kecewa"" dalam bahasa Indonesia.",0,0.1547,0.5736,0.2983,4,0,1313,1.065e-05,189,15
mistral-small-3,Kesuen,"Kata ""Kesuen"" dalam bahasa Jawa berarti ""Kesukaan"" dalam bahasa Indonesia.",0,0.0713,0.2681,0.0604,4,0,1289,1.121e-05,189,22
mistral-small-3,Kreak,"Kata ""kreak"" dalam bahasa Jawa berarti ""kering"" dalam bahasa Indonesia.",0,-0.0797,0.0011,0.0885,5,0,1749,1.105e-05,189,20
mistral-small-3,Kupret,"Kata ""kupret"" dalam bahasa Jawa berarti ""kucing"" dalam bahasa Indonesia.",0,0.0075,0.0718,0.0739,5,0,1665,1.105e-05,189,20
mistral-small-3,Leksanani,"Saya tidak memiliki informasi tentang kata ""Leksanani"" dalam bahasa Jawa.",0,-0.0309,0.0189,-0.0068,5,0,1403,1.107e-05,191,19
mistral-small-3,Lidis,"""Lidis"" dalam bahasa Jawa berarti ""bisa"" atau ""dapat"" dalam bahasa Indonesia.",0,0.1173,0.4416,0.1869,4,0,1483,1.129e-05,189,23
mistral-small-3,Manahipun,"Manahipun berarti ""mungkin"" atau ""bisa jadi"".",0,0.0215,0.1032,0.1509,5,0,1312,1.086e-05,190,17
mistral-small-3,Mleding,"""Mleding"" dalam bahasa Jawa berarti ""menggiling"" dalam bahasa Indonesia.",0,0.186,0.6723,0.3073,4,0,2176,1.118e-05,190,21
mistral-small-3,Ndaut,"""Ndaut"" dalam bahasa Jawa berarti ""membawa"" dalam bahasa Indonesia.",0,0.1187,0.4472,0.2645,5,0,1418,1.105e-05,189,20
mistral-small-3,Ndlogok,"""Ndlogok"" dalam bahasa Jawa berarti ""membuat"" atau ""membuatkan"" dalam bahasa Indonesia.",0,0.0387,0.1539,0.1819,5,0,2529,1.174e-05,190,28
mistral-small-3,Ngeliwet,"""Ngeliwet"" berarti ""menggelitikan"" atau ""menggelitkan"".",0,0.0915,0.3436,0.0584,5,0,1524,1.134e-05,190,23
mistral-small-3,Ngleketer,"Ngleketer berarti ""menggigit"".",0,0.0556,0.2136,0.1154,5,0,2427,1.059e-05,191,13
mistral-small-3,Ngriki,"""Ngriki"" dalam bahasa Jawa berarti ""membuat"" atau ""membuatkan"" dalam bahasa Indonesia.",0,0.0898,0.3365,0.1695,5,0,1743,1.166e-05,190,27
mistral-small-3,Pakunjaran,"Pakunjaran berarti ""pengunjung"" dalam bahasa Indonesia.",0,0.035,0.1417,0.1945,5,0,1176,1.078e-05,190,16
mistral-small-3,Pangrasan,"Pangrasan berarti ""pengasih"" atau ""pengasuh"".",0,0.1735,0.6341,0.127,5,0,1184,1.11e-05,190,20
mistral-small-3,Pecetan,"Pecetan berarti ""penggunaan"" atau ""pengguna"".",0,0.1094,0.4124,0.0372,4,0,1432,1.11e-05,190,20
mistral-small-3,Pimen,"Pimen berarti ""pintu"" dalam bahasa Indonesia.",0,0.1329,0.4984,0.0882,5,0,1603,1.057e-05,189,14
mistral-small-3,Sasmito,"Sasmito berarti ""sangat baik"" atau ""sangat bagus"".",0,0.0246,0.11,0.0707,5,0,1757,1.11e-05,190,20
mistral-small-3,Sedelat,"""Sedelat"" dalam bahasa Indonesia berarti ""selat"" atau ""selat laut"".",0,-0.0158,0.0331,0.2105,5,0,1236,1.126e-05,190,22
mistral-small-3,Semribit,"Semribit berarti ""sedikit"" dalam bahasa Indonesia.",0,0.1741,0.6358,0.0946,5,0,1800,1.062e-05,190,14
mistral-small-3,Sirtu,"Sirtu berarti ""pasir"".",1,0.4126,0.9775,0.9995,3,1,1227,1.03e-05,190,10
mistral-small-3,Speleng,"Speleng berarti ""sampah"" dalam bahasa Indonesia.",0,-0.0182,0.0303,0.2237,5,0,1088,1.07e-05,190,15
mistral-small-3,Urugan,"Urugan berarti ""penggalangan"" atau ""pengumpulan"".",0,0.1494,0.5543,0.277,4,0,1484,1.094e-05,190,18
mistral-small-3,dadi'ne,"""Dadi'ne"" dalam bahasa Jawa berarti ""dari"" dalam bahasa Indonesia.",0,0.0108,0.0771,0.1194,5,0,1046,1.102e-05,190,19
mistral-small-3,klotekan,"Kata ""klotekan"" dalam bahasa Jawa berarti ""membuat keributan"" atau ""membuat kericuhan"".",0,0.255,0.8441,0.4583,3,0,1854,1.203e-05,191,31
mistral-small-3,ndusel,"""Ndusel"" dalam bahasa Jawa berarti ""menggunakan"" dalam bahasa Indonesia.",0,-0.0366,0.0146,0.1214,5,0,1056,1.105e-05,189,20
mistral-small-3,sompret,"""Sompret"" dalam bahasa Jawa berarti ""sombong"" dalam bahasa Indonesia.",0,0.3126,0.9221,0.3564,5,0,1044,1.097e-05,189,19
nemotron-3.5-lightning,Ageman,Ageman adalah kata Jawa yang berarti “kakak laki-laki” atau “orang yang lebih tua”.,0,,,,,,3669,0.0002183,42,1081
nemotron-3.5-lightning,Anduweni,"Anduweni berarti “memiliki” atau “ada” dalam bahasa Indonesia, digunakan untuk menyatakan kepemilikan atau keberadaan sesuatu.",1,,,,,,3817,0.00017155,43,847
nemotron-3.5-lightning,Badogan,"Secara umum, 'badogan' bukan kata Jawa standar; jika merujuk pada 'bawongan', artinya adalah kelompok atau kumpulan.",0,,,,,,6402,0.0005511,42,2745
nemotron-3.5-lightning,Biyayakan,Menyebabakan seseorang berbicara.,0,,,,,,2574,0.000225,44,1114
nemotron-3.5-lightning,Biyuh,Biyuh dalam bahasa Jawa berarti kupu-kupu.,0,,,,,,2632,0.00020175,43,998
nemotron-3.5-lightning,Bladak,"""Bladak"" dalam Jawa berarti ""mengupas"" atau menghilangkan kulit luar benda seperti buah atau kayu.",0,,,,,,1489,0.00011915,43,585
nemotron-3.5-lightning,Coeg,"""Coeg"" dalam bahasa Jawa berarti ""aku"" atau ""saya"" dalam bahasa Indonesia.",0,,,,,,1501,0.0001013,42,496
nemotron-3.5-lightning,dadi'ne,"Dadi'ne dalam Jawa bermakna “menjadi” atau “telah menjadi” dalam bahasa Indonesia, di mana partikel “ne” menegaskan atau menambahkan nuansa pada kata “dadi”.",1,,,,,,2245,0.00018915,43,935
nemotron-3.5-lightning,Dangak,"Dangak dalam Jawa berarti ""membawa di bahu"" atau ""menganggur"".",0,,,,,,5147,0.00018505,43,723
nemotron-3.5-lightning,Gakpati,Artinya secara harfiah adalah “tidak mati” atau “terhindar dari kematian” dalam konteks bahasa Jawa.,0,,,,,,3502,0.0002546,44,1262
nemotron-3.5-lightning,Geluduk,"Secara umum, ""geluduk"" dalam bahasa Jawa berarti ""duduk"" atau ""menguduk"".",0,,,,,,17532,0.0003549,42,1764
nemotron-3.5-lightning,Gendakan,Gendakan adalah bentuk kata kerja Jawa yang berarti “mengetuk” atau “memukul”.,0,,,,,,4380,0.00020855,43,1032
nemotron-3.5-lightning,Gondes,Gondes dalam bahasa Jawa berarti untuk mencari atau menelusuri.,0,,,,,,3755,0.0003403,42,1691
nemotron-3.5-lightning,Gremet,Kata 'gremet' bukan merupakan kata Jawa yang umum dikenal atau terdaftar dalam kamus Jawa-basa.,0,,,,,,3513,0.00036275,43,1803
nemotron-3.5-lightning,Kacariyos,"Kacariyos adalah bentuk gabungan Jawa dari “kaca riyo”, yang berarti cermin badan atau pantulan diri.",0,,,,,,3396,0.0001852,44,915
nemotron-3.5-lightning,Kaleh,"""Kaleh"" dalam Jawa berarti ""kenyang"" atau ""cukup"", tergantung konteks penggunaannya.",0,,,,,,1460,0.0001025,42,502
nemotron-3.5-lightning,Kemecer,"Kemecer dalam bahasa Jawa berarti ""sunyi"" atau ""tenang"".",0,,,,,,5486,0.0002612,42,1028
nemotron-3.5-lightning,Kesawat,Kesawat dalam bahasa Jawa berarti 'menyelam'.,0,,,,,,3254,0.0003275,42,1627
nemotron-3.5-lightning,Kesuen,"Kesuen"" dalam bahasa Jawa berarti ""terima kasih"".",0,,,,,,4648,0.0002529,42,1254
nemotron-3.5-lightning,klotekan,"Klotekan dalam Jawa berarti menyebar atau tersebar, misalnya cairan yang mengalir atau benda yang tersebar ke berbagai tempat.",0,,,,,,11386,0.0004344,44,1720
nemotron-3.5-lightning,Kreak,"""Kreak"" dalam Jawa berarti ""bersuara patah-patah"".",0,,,,,,3599,0.0003231,42,1605
nemotron-3.5-lightning,Kupret,"""Kupret"" dalam bahasa Jawa berarti ""keringit"" atau ""kurang mau memberi"".",0,,,,,,7375,0.0001872,42,732
nemotron-3.5-lightning,Leksanani,Leksanani dalam bahasa Jawa berarti perlengkapan atau peralatan.,0,,,,,,5529,0.0002119,44,830
nemotron-3.5-lightning,Lidis,Lidis dalam Jawa berarti mendiami atau duduk merunduk.,0,,,,,,1707,0.0001229,42,604
nemotron-3.5-lightning,Manahipun,“Manahipun” dalam Jawa bermakna “niatan” atau “pikiran dalam hati”.,1,,,,,,5061,0.00033495,43,1664
nemotron-3.5-lightning,Mleding,Kata 'Mleding' tidak terdapat dalam kamus bahasa Jawa baku; kemungkinan besar merupakan varian dari 'Mledhung' yang berarti 'mau' atau 'ingin'.,0,,,,,,9406,0.0003293,43,1300
nemotron-3.5-lightning,Ndaut,Ndaut berarti mencari atau mencari-cari dalam bahasa Indonesia.,0,,,,,,2540,0.0001241,42,610
nemotron-3.5-lightning,Ndlogok,Ndlogok dalam bahasa Jawa berarti “untuk melihat” atau “untuk melihat sesuatu”.,0,,,,,,8940,0.00038355,43,1907
nemotron-3.5-lightning,ndusel,"Ndusel dalam bahasa Jawa bermakna ""mengirimkan"" atau ""memberikan"" barang kepada seseorang.",0,,,,,,9353,0.00035095,42,1387
nemotron-3.5-lightning,Ngeliwet,"Ngeliwet dalam Jawa berarti “untuk pergi” atau “berpaling”, bergantung konteks penggunaannya.",0,,,,,,7904,0.00035175,43,1748
nemotron-3.5-lightning,Ngleketer,"Ngleketer artinya ""tertawa"" dalam bahasa Indonesia.",0,,,,,,3248,0.0001574,44,776
nemotron-3.5-lightning,Ngriki,"Ngriki berarti ""diam"" atau ""bisu"" dalam bahasa Indonesia, tergantung konteks penggunaannya.",0,,,,,,8716,0.0004118,43,1630
nemotron-3.5-lightning,Pakunjaran,Pakunjaran dalam bahasa Jawa berarti mengunjungi seseorang.,0,,,,,,8597,0.00046875,43,2333
nemotron-3.5-lightning,Pangrasan,"Pangrasan dalam bahasa Jawa berarti 'rasa', 'perasaan', atau 'sensasi'.",0,,,,,,8460,0.0003433,43,1356
nemotron-3.5-lightning,Pecetan,Artinya adalah pukulan atau perumpukan.,0,,,,,,1847,0.00017735,43,876
nemotron-3.5-lightning,Pimen,"Kata 'pimen' dalam Jawa kemungkinan besar merujuk pada 'piman', yang berarti 'menanam' atau 'bibit tanaman'.",0,,,,,,3320,0.0003643,42,1811
nemotron-3.5-lightning,Sasmito,"Sasmito adalah kata Jawa yang berarti ""suka tersenyum"".",0,,,,,,1662,0.00015055,43,742
nemotron-3.5-lightning,Sedelat,"""Sedelat"" dalam Jawa berarti ""terlambat"" atau ""menunda"".",0,,,,,,1864,0.00017495,43,864
nemotron-3.5-lightning,Semribit,"Semribit dalam Jawa berarti ""sudah digigit"" atau ""tergigit"".",0,,,,,,6073,0.0002113,43,828
nemotron-3.5-lightning,Sirtu,"Kata ""sirtu"" bukan merupakan kata Jawa baku standar, kemungkinan besar merupakan varian atau kesalahan ketik dari ""sira"" yang berarti ""manusia"" atau ""orang"".",0,,,,,,2851,0.00025935,43,1286
nemotron-3.5-lightning,sompret,Sompret dalam Jawa berarti bersin.,0,,,,,,1595,7.67e-05,42,373
nemotron-3.5-lightning,Speleng,Saya tidak menemukan makna kata Jawa 'speleng'.,0,,,,,,8575,0.00043635,43,2171
nemotron-3.5-lightning,Urugan,"""Urugan"" dalam Jawa berarti ""keturunan"" dalam bahasa Indonesia.",0,,,,,,1788,9.975e-05,43,488
sahabatai-1-llama3-q4km,Ageman,"Ageman adalah istilah dalam bahasa Jawa yang berarti ""orang yang memiliki kekuatan atau kemampuan luar biasa"".",0,,,,,,945,,40,31
sahabatai-1-llama3-q4km,Anduweni,"Anduweni adalah istilah dalam bahasa Jawa yang berarti ""mengangguk"" atau ""menyetujui"".",0,,,,,,617,,42,31
sahabatai-1-llama3-q4km,Badogan,"Badogan adalah istilah dalam bahasa Jawa yang berarti ""makan"" atau ""memakan"".",1,,,,,,535,,40,24
sahabatai-1-llama3-q4km,Biyayakan,Biyayakan berarti membiayai atau memberikan dana.,0,,,,,,422,,42,17
sahabatai-1-llama3-q4km,Biyuh,Biyuh adalah ekspresi kekecewaan atau kesal dalam bahasa Jawa.,0,,,,,,538,,41,22
sahabatai-1-llama3-q4km,Bladak,Bladak adalah istilah dalam bahasa Jawa yang berarti tanah atau lumpur.,0,,,,,,620,,41,22
sahabatai-1-llama3-q4km,Coeg,"Coeg adalah istilah dalam bahasa Jawa yang berarti ""tidak tahu"" atau ""bodoh"".",0,,,,,,615,,40,27
sahabatai-1-llama3-q4km,dadi'ne,"Dadi'ne berarti ""dari"" atau ""asalnya"".",0,,,,,,396,,42,16
sahabatai-1-llama3-q4km,Dangak,"Dangak adalah istilah dalam bahasa Jawa yang berarti ""tidak tahu"" atau ""bodoh"".",0,,,,,,676,,41,28
sahabatai-1-llama3-q4km,Gakpati,"Gakpati adalah istilah dalam bahasa Jawa yang berarti ""tidak ada"" atau ""kosong"".",0,,,,,,553,,42,27
sahabatai-1-llama3-q4km,Geluduk,Geluduk adalah suara keras yang dihasilkan oleh banyak orang yang bersorak atau berteriak dengan keras.,0,,,,,,620,,41,27
sahabatai-1-llama3-q4km,Gendakan,"Gendakan adalah istilah dalam bahasa Jawa yang berarti ""menggantung"" atau ""digantungkan"".",0,,,,,,621,,41,30
sahabatai-1-llama3-q4km,Gondes,Gondes adalah sebutan untuk anak laki-laki yang lahir pada hari Rabu.,0,,,,,,488,,41,22
sahabatai-1-llama3-q4km,Gremet,"Gremet adalah istilah dalam bahasa Jawa yang berarti ""kepala"" atau ""pemimpin"".",0,,,,,,570,,41,28
sahabatai-1-llama3-q4km,Kacariyos,"Arti kata ""kacariyos"" dalam bahasa Indonesia adalah ""menarik perhatian"".",0,,,,,,517,,43,24
sahabatai-1-llama3-q4km,Kaleh,"Kaleh adalah istilah dalam bahasa Jawa yang berarti ""sisa"" atau ""bekas"".",0,,,,,,528,,40,25
sahabatai-1-llama3-q4km,Kemecer,"Kemecer adalah istilah dalam bahasa Jawa yang berarti ""kepala desa"" atau ""lurah"".",0,,,,,,595,,40,29
sahabatai-1-llama3-q4km,Kesawat,"Kesawat adalah istilah dalam bahasa Jawa yang berarti ""keselamatan"" atau ""keamanan"".",0,,,,,,605,,41,29
sahabatai-1-llama3-q4km,Kesuen,"Kesuen adalah istilah dalam bahasa Jawa yang berarti ""kesepian"" atau ""sendirian"".",0,,,,,,660,,40,27
sahabatai-1-llama3-q4km,klotekan,Klotekan adalah istilah Jawa yang berarti mengintip atau melihat-lihat tanpa sepengetahuan orang lain.,0,,,,,,739,,42,32
sahabatai-1-llama3-q4km,Kreak,"Kata ""kreak"" dalam bahasa Jawa memiliki arti ""menggigil"" atau ""merinding"".",0,,,,,,567,,40,27
sahabatai-1-llama3-q4km,Kupret,Kupret adalah istilah dalam bahasa Jawa yang berarti orang yang suka menipu atau melakukan kejahatan.,0,,,,,,716,,40,29
sahabatai-1-llama3-q4km,Leksanani,"Leksanani adalah istilah dalam bahasa Jawa yang berarti ""pembacaan"" atau ""pengucapan"".",0,,,,,,581,,42,29
sahabatai-1-llama3-q4km,Lidis,"Lidis adalah istilah dalam bahasa Jawa yang berarti ""membuat"" atau ""menghasilkan"".",0,,,,,,573,,40,27
sahabatai-1-llama3-q4km,Manahipun,"Manahipun berarti ""keinginannya"" atau ""kehendaknya"".",0,,,,,,546,,42,20
sahabatai-1-llama3-q4km,Mleding,"Mleding adalah istilah dalam bahasa Jawa yang berarti ""membuang"" atau ""melempar"".",0,,,,,,574,,41,27
sahabatai-1-llama3-q4km,Ndaut,Ndaut berarti menyerang atau menghantam dengan keras.,0,,,,,,414,,40,16
sahabatai-1-llama3-q4km,Ndlogok,Ndlogok berarti menangkap atau mengambil sesuatu dengan cepat dan tepat.,0,,,,,,515,,41,22
sahabatai-1-llama3-q4km,ndusel,ndusel berarti menelan atau meminum.,0,,,,,,434,,41,13
sahabatai-1-llama3-q4km,Ngeliwet,Ngeliwet berarti menggantung atau menggantungkan sesuatu.,0,,,,,,533,,42,21
sahabatai-1-llama3-q4km,Ngleketer,Ngleketer berarti mengikat atau membelenggu.,0,,,,,,388,,42,15
sahabatai-1-llama3-q4km,Ngriki,Ngriki berarti menggali atau mengebor.,0,,,,,,386,,41,14
sahabatai-1-llama3-q4km,Pakunjaran,Pakunjaran adalah istilah Jawa yang berarti penjara.,1,,,,,,441,,42,19
sahabatai-1-llama3-q4km,Pangrasan,"Pangrasan adalah istilah dalam bahasa Jawa yang berarti ""pemimpin"" atau ""kepala"".",0,,,,,,615,,41,29
sahabatai-1-llama3-q4km,Pecetan,"Pecetan adalah istilah dalam bahasa Jawa yang berarti ""tempat penampungan air"" atau ""waduk"".",0,,,,,,624,,42,31
sahabatai-1-llama3-q4km,Pimen,Pimen adalah sebutan untuk orang yang memiliki keahlian atau kemampuan khusus.,0,,,,,,493,,40,22
sahabatai-1-llama3-q4km,Sasmito,"Sasmito adalah nama pemberian yang berasal dari bahasa Jawa dan memiliki arti ""pemikiran"" atau ""ide"".",0,,,,,,700,,41,33
sahabatai-1-llama3-q4km,Sedelat,Sedelat berarti sedikit atau tidak banyak.,0,,,,,,362,,41,13
sahabatai-1-llama3-q4km,Semribit,Semribit adalah istilah dalam bahasa Jawa yang berarti sangat banyak atau sangat banyak sekali.,0,,,,,,526,,41,24
sahabatai-1-llama3-q4km,Sirtu,Sirtu adalah istilah dalam bahasa Jawa yang berarti pasir.,1,,,,,,463,,41,19
sahabatai-1-llama3-q4km,sompret,"Sompret adalah istilah dalam bahasa Jawa yang berarti ""kepala"" atau ""bagian atas"".",0,,,,,,545,,40,26
sahabatai-1-llama3-q4km,Speleng,"Speleng adalah istilah dalam bahasa Jawa yang berarti ""tidak ada"" atau ""kosong"".",0,,,,,,572,,41,26
sahabatai-1-llama3-q4km,Urugan,"Urugan adalah istilah dalam bahasa Jawa yang berarti ""menggali tanah dan menggunakannya untuk membangun atau menimbun sesuatu"".",1,,,,,,755,,41,40
sea-lion-v4-5-e2b-q4km-local,Ageman,Ageman berarti keagungan atau kemuliaan.,0,,,,,,850,,31,12
sea-lion-v4-5-e2b-q4km-local,Anduweni,Anduweni berarti memiliki atau memiliki hak atas sesuatu.,1,,,,,,895,,32,12
sea-lion-v4-5-e2b-q4km-local,Badogan,Badogan berarti anak atau keturunan.,0,,,,,,842,,31,9
sea-lion-v4-5-e2b-q4km-local,Biyayakan,Biyayakan berarti biaya atau pengeluaran.,0,,,,,,937,,32,11
sea-lion-v4-5-e2b-q4km-local,Biyuh,Biyuh berarti betina atau perempuan.,0,,,,,,954,,32,10
sea-lion-v4-5-e2b-q4km-local,Bladak,Bladak berarti sangat tajam atau sangat pedas.,0,,,,,,935,,32,13
sea-lion-v4-5-e2b-q4km-local,Coeg,"Kata ""coeg"" dalam bahasa Jawa berarti laki-laki.",0,,,,,,1042,,31,14
sea-lion-v4-5-e2b-q4km-local,dadi'ne,"""Dadi'ne"" berarti ""menjadi"" dalam bahasa Indonesia.",1,,,,,,945,,33,16
sea-lion-v4-5-e2b-q4km-local,Dangak,Dangak berarti menunduk atau menundukkan kepala.,0,,,,,,959,,31,13
sea-lion-v4-5-e2b-q4km-local,Gakpati,Gakpati berarti tidak memiliki atau tidak mengetahui.,0,,,,,,924,,32,11
sea-lion-v4-5-e2b-q4km-local,Geluduk,Geluduk berarti petir.,1,,,,,,939,,31,7
sea-lion-v4-5-e2b-q4km-local,Gendakan,Gendakan berarti tindakan atau perbuatan.,0,,,,,,948,,32,10
sea-lion-v4-5-e2b-q4km-local,Gondes,Gondes berarti gonda atau gonda-gonda.,0,,,,,,843,,31,13
sea-lion-v4-5-e2b-q4km-local,Gremet,Gremet berarti suara gaduh atau berisik.,0,,,,,,761,,32,13
sea-lion-v4-5-e2b-q4km-local,Kacariyos,Kacariyos berarti cerita atau kisah dalam bahasa Indonesia.,1,,,,,,812,,32,13
sea-lion-v4-5-e2b-q4km-local,Kaleh,"Kata ""kaleh"" dalam bahasa Jawa berarti ""semua"" dalam bahasa Indonesia.",0,,,,,,834,,31,19
sea-lion-v4-5-e2b-q4km-local,Kemecer,Kemecer berarti bercahaya atau bersinar.,0,,,,,,755,,31,11
sea-lion-v4-5-e2b-q4km-local,Kesawat,Kesawat berarti kesenangan atau kegembiraan.,0,,,,,,744,,31,11
sea-lion-v4-5-e2b-q4km-local,Kesuen,Kesuen berarti kesenangan atau rasa suka.,0,,,,,,718,,31,10
sea-lion-v4-5-e2b-q4km-local,klotekan,Klotekan berarti permainan atau kegiatan yang melibatkan ketukan atau pola tertentu.,1,,,,,,878,,32,16
sea-lion-v4-5-e2b-q4km-local,Kreak,Kreak berarti suara berderit atau berderak.,0,,,,,,797,,31,13
sea-lion-v4-5-e2b-q4km-local,Kupret,Kupret berarti mengumpulkan atau mengumpulkan sesuatu.,0,,,,,,835,,31,12
sea-lion-v4-5-e2b-q4km-local,Leksanani,Leksanani berarti menanyakan atau meminta izin.,0,,,,,,844,,33,12
sea-lion-v4-5-e2b-q4km-local,Lidis,Lidis berarti bunga.,0,,,,,,779,,31,6
sea-lion-v4-5-e2b-q4km-local,Manahipun,Manahipun berarti hatinya.,1,,,,,,819,,32,8
sea-lion-v4-5-e2b-q4km-local,Mleding,Mleding berarti lelah atau capek.,0,,,,,,835,,31,10
sea-lion-v4-5-e2b-q4km-local,Ndaut,Ndaut berarti menarik atau menyeret.,0,,,,,,829,,31,9
sea-lion-v4-5-e2b-q4km-local,Ndlogok,"Ndlogok berarti ""terlalu banyak"" atau ""berlebihan"".",0,,,,,,1047,,32,16
sea-lion-v4-5-e2b-q4km-local,ndusel,Ndusel berarti bersandar atau menempel.,0,,,,,,842,,31,10
sea-lion-v4-5-e2b-q4km-local,Ngeliwet,Ngeliwet berarti memasak nasi dengan santan dan lauk-pauk lainnya.,1,,,,,,941,,32,19
sea-lion-v4-5-e2b-q4km-local,Ngleketer,Ngleketer berarti melihat atau memperhatikan dengan saksama.,0,,,,,,759,,33,14
sea-lion-v4-5-e2b-q4km-local,Ngriki,Ngriki berarti di sini.,1,,,,,,713,,32,8
sea-lion-v4-5-e2b-q4km-local,Pakunjaran,Pakunjaran berarti pengumuman atau pemberitahuan.,0,,,,,,947,,32,13
sea-lion-v4-5-e2b-q4km-local,Pangrasan,Pangrasan berarti perasaan atau rasa.,1,,,,,,818,,32,10
sea-lion-v4-5-e2b-q4km-local,Pecetan,Pecetan berarti makanan yang dibuat dengan cara tertentu atau hasil olahan.,0,,,,,,958,,31,16
